w_wagon_type,w_train_number,w_train_type,w_wagon_number,ss_name,ss_lon,fs_name,fs_lon,f_ticket_cost,f_days_diff
Sleeping,396,Regular,16,Viville,5.786525,Viville,5.786525,12.58,18
Female,156,Suburban,7,Grammont,3.872326,Lierde,3.826561,22.93,22
Standard,541,Peak,17,Denderleeuw,4.07183,Zottegem,3.81441,78.60000000000001,21
Lux,523,Peak,4,Auvelais,4.630534,Jemeppe-sur-Sambre,4.66263,234.63,26
Lux,117,Intercity,6,Zedelgem,3.164142,Bruges,3.21673,148.05,25
Lux,332,Intercity,15,Kessel,4.61846,Anvers-Berchem,4.432219,371.28,21
Standard,379,Regular,10,Merelbeke,3.76889,Wichelen,3.969195,59.61,20
Standard,390,Regular,18,Wichelen,3.969195,Landegem,3.576856,92.35,23
Standard,3,Intercity,14,Liège-Saint-Lambert,5.570451,Hony,5.573567,51.93,31
Sleeping,144,Regular,18,Bruxelles-Central,4.356804,Erps-Kwerps,4.585,90.85,21
Standard,252,Intercity,12,Bruxelles-Nord,4.36085,Anvers-Berchem,4.432219,103.48000000000002,15
Female,39,Regular,20,Tronchiennes,3.655201,Landegem,3.576856,49.11,25
Sleeping,381,Regular,7,Melreux-Hotton,5.44014,Tilff,5.583933,177.82999999999998,30
Female,518,Peak,15,Houyet,5.006076,Yvoir,4.87864,122.51999999999998,21
Standard,337,Intercity,13,Chaudfontaine,5.643734,Bruxelles-Nord,4.36085,313.14000000000004,31
Female,540,Peak,12,Quaregnon,3.856541,Saint-Ghislain,3.820255,13.9,24
Lux,543,Peak,14,Sint-Denijs-Boekel,3.6984,Haaltert,4.023957,725.9799999999999,30
Standard,201,Intercity,8,Bruxelles-Congrès,4.362051,Bruxelles-Congrès,4.362051,3.9299999999999997,16
Standard,103,Intercity,8,Bokrijk,5.408383,Genk,5.497683,17.7,29
Female,518,Peak,15,Beauraing,4.95684,Anseremme,4.90553,136.13,29
Standard,579,Peak,12,Jemappes,3.885583,Saint-Ghislain,3.820255,55.5,27
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,23
Standard,323,Intercity,14,Bruxelles-Central,4.356804,Deinze,3.534435,209.15999999999997,24
Female,37,Regular,15,Neerwinden,5.03632,Tirlemont,4.92581,87.97999999999999,15
Standard,217,Intercity,17,Yvoir,4.87864,Jambes,4.876143,56.86,30
Lux,150,Intercity,4,Merelbeke,3.76889,Wetteren,3.88188,319.99,29
Standard,424,Regular,12,Bruxelles-Congrès,4.362051,Kortemark,3.043456,306.2800000000001,28
Sleeping,519,Peak,8,Graide,5.043044,Carlsbourg,5.092785,56.2,15
Standard,63,Intercity,11,Vichte,3.391627,Vichte,3.391627,49.8,24
Lux,513,Peak,14,Neufchâteau,5.452557,Marbehan,5.539757,618.77,24
Standard,407,Regular,13,Stockem,5.769116,Viville,5.786525,39.39,20
Sleeping,26,Regular,11,Overpelt,5.422756,Overpelt,5.422756,26.42,30
Sleeping,575,Regular,7,De Pinte,3.650467,Deinze,3.534435,31.2,18
Female,136,Regular,5,Antoing,3.45131,Péruwelz,3.592777,110.33999999999999,16
Standard,412,Regular,16,Saint-Denis-Bovesse,4.76779,Ernage,4.66854,46.79,15
Standard,323,Intercity,14,Bruxelles-Midi,4.33653,Waregem,3.42551,230.05,25
Standard,262,Intercity,15,Wildert,4.463349,Kijkuit,4.467318,25.18,30
Standard,338,Intercity,10,Balen,5.164985,Beringen,5.23589,56.25,25
Female,343,Suburban,18,Céroux-Mousty,4.569049,Villers-la-Ville,4.533348,50.3,29
Standard,287,Suburban,2,Herent,4.67219,Erps-Kwerps,4.585,37.13,19
Lux,451,Peak,12,Melle,3.79709,Wetteren,3.88188,232.11999999999998,23
Lux,600,Intercity,3,Nimy,3.956093,Harchies,3.698768,688.92,15
Sleeping,89,Regular,2,Schaerbeek,4.37864,Haren-Sud,4.415358,27.349999999999998,19
Female,507,Peak,12,Chastre,4.648884,Lonzée,4.7201,52.42,18
Female,52,Regular,4,Moortsele,3.78134,Balegem-Zuid,3.80587,42.14999999999999,29
Standard,113,Regular,13,Munkzwalm,3.733242,Zottegem,3.81441,17.07,20
Female,507,Peak,12,Ernage,4.66854,Saint-Denis-Bovesse,4.76779,70.19,21
Standard,249,Intercity,4,Coxyde,2.652773,Lichtervelde,3.127209,136.18,16
Standard,94,Intercity,11,Herseaux,3.245961,Harchies,3.698768,143.52,19
Standard,510,Peak,19,Athus,5.828944,Aubange,5.798058,6.01,28
Lux,150,Intercity,4,Schoonaarde,4.011095,Londerzeel,4.299069,553.29,29
Female,537,Peak,3,Ghlin,3.90634,Mons,3.942542,18.66,17
Standard,185,Intercity,12,Bruxelles-Luxembourg,4.373676,Sart-Bernard,4.94974,195.18999999999997,26
Standard,127,Suburban,8,Bruxelles-Midi,4.33653,Rhode-Saint-Genèse,4.362001,32.31,14
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Nossegem,4.50611,51.00999999999999,18
Sleeping,494,Peak,18,Acren,3.84709,Acren,3.84709,23.56,29
Female,490,Peak,18,Jemappes,3.885583,Quaregnon,3.856541,46.26,18
Sleeping,381,Regular,7,Marche-en-Famenne,5.34629,Hamoir,5.533561,129.5,28
Standard,390,Regular,18,Hansbeke,3.53621,Bruges-Saint-Pierre,3.201796,97.21000000000001,29
Lux,227,Intercity,20,Mortsel,4.448435,Diepenbeek,5.419946,1723.7999999999997,28
Standard,461,Suburban,11,Lierre,4.560611,Kessel,4.61846,10.19,26
Female,594,Suburban,5,Bruxelles-Nord,4.36085,Bruxelles-Congrès,4.362051,15.02,21
Standard,424,Regular,12,Bruxelles-Congrès,4.362051,De Pinte,3.650467,180.27999999999997,26
Standard,193,Suburban,8,Bockstael,4.34851,Bockstael,4.34851,16.1,18
Standard,236,Regular,12,Saint-Nicolas,4.142963,Tamise,4.221349,17.16,28
Standard,556,Peak,15,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,15
Lux,392,Regular,16,Heist,3.239182,Heist,3.239182,238.99,15
Standard,192,Intercity,6,Viville,5.786525,Arlon,5.809972,5.37,26
Lux,498,Peak,18,Jambes-Est,4.88026,Assesse,5.022836,470.64000000000004,14
Standard,225,Intercity,13,Wezemaal,4.747681,Louvain,4.715868,19.92,27
Standard,597,Peak,17,De Pinte,3.650467,De Pinte,3.650467,37.650000000000006,26
Standard,64,Intercity,15,Schaerbeek,4.37864,Haren-Sud,4.415358,51.25,21
Standard,544,Suburban,2,Hillegem,3.85747,Haaltert,4.023957,50.88,26
Standard,323,Intercity,14,Bruxelles-Congrès,4.362051,Waregem,3.42551,236.20999999999998,24
Female,179,Suburban,5,Erembodegem,4.055451,Alost,4.039649,10.06,29
Standard,198,Intercity,6,Merelbeke,3.76889,Merelbeke,3.76889,18.200000000000003,29
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Lierre,4.560611,62.49999999999999,29
Standard,252,Intercity,12,Bruxelles-Chapelle,4.34787,Schaerbeek,4.37864,25.87,29
Sleeping,494,Peak,18,Lessines,3.836434,Rebaix,3.793624,44.33,24
Female,221,Suburban,17,Schelle,4.340261,Niel,4.338591,19.25,20
Standard,390,Regular,18,Oudegem,4.064472,Termonde,4.10143,7.13,19
Standard,277,Intercity,7,Dixmude,2.868947,Sint-Martens-Bodegem,4.20508,322.45000000000005,18
Female,17,Regular,11,Leignon,5.10778,Haversin,5.194376,86.66,18
Lux,559,Peak,19,Ingelmunster,3.255416,Ingelmunster,3.255416,239.38,20
Lux,565,Peak,8,Bilzen,5.50938,Tongres,5.47328,171.27,27
Standard,491,Suburban,13,Gavere-Asper,3.639728,Eine,3.623777,31.75,20
Sleeping,99,Peak,6,Merelbeke,3.76889,Bockstael,4.34851,214.19,20
Standard,287,Suburban,2,Nossegem,4.50611,Haren-Sud,4.415358,35.18,22
Standard,505,Suburban,17,Genval,4.514834,Watermael,4.399885,43.49999999999999,23
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Wichelen,3.969195,145.68,26
Female,267,Suburban,10,Weerde,4.470935,Evere,4.400963,68.72,26
Female,247,Suburban,7,Geel,4.988611,Olen,4.9025,68.64,20
Standard,424,Regular,12,Bruxelles-Congrès,4.362051,Bruxelles-Congrès,4.362051,3.9299999999999997,28
Standard,69,Intercity,14,Lommel,5.312032,Overpelt,5.422756,16.48,14
Standard,458,Intercity,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,17
Sleeping,465,Peak,11,Diegem,4.442773,Bruxelles-Congrès,4.362051,40.65,22
Standard,95,Intercity,14,Froyennes,3.354835,Froyennes,3.354835,44.2,29
Female,420,Suburban,15,Anvers-Berchem,4.432219,Melsele,4.286767,47.71,24
Sleeping,555,Peak,5,Izegem,3.212089,Zedelgem,3.164142,131.26,29
Standard,416,Suburban,10,Gentbrugge,3.756326,Gentbrugge,3.756326,13.709999999999999,16
Sleeping,28,Regular,12,Lierde,3.826561,Zottegem,3.81441,18.86,26
Standard,64,Intercity,15,Schaerbeek,4.37864,Bruxelles-Congrès,4.362051,61.26,24
Standard,252,Intercity,12,Bruxelles-Chapelle,4.34787,Mortsel-Oude God,4.455737,100.94000000000003,23
Standard,69,Intercity,14,Neerpelt,5.43717,Hamont,5.543276,16.48,15
Lux,68,Intercity,3,Anzegem,3.495013,Audenarde,3.600388,175.2,17
Sleeping,561,Peak,2,Neerpelt,5.43717,Overpelt,5.422756,49.09,19
Sleeping,591,Peak,6,Bruxelles-Nord,4.36085,Braine-le-Comte,4.13766,148.74,31
Standard,453,Suburban,3,Lebbeke,4.134372,Bruxelles-Nord,4.36085,76.84000000000002,27
Standard,279,Intercity,2,Wijgmaal,4.701478,Wespelaar-Tildonk,4.638014,31.53,31
Sleeping,28,Regular,12,Lierde,3.826561,Zottegem,3.81441,18.86,31
Standard,406,Regular,20,Paliseul,5.118351,Godinne,4.86996,198.51,21
Standard,215,Intercity,20,Yvoir,4.87864,Godinne,4.86996,30.2,22
Standard,249,Intercity,4,Coxyde,2.652773,Dixmude,2.868947,81.62,21
Standard,230,Suburban,2,Nieuwkerken-Waas,4.185904,Beveren,4.259525,24.32,17
Lux,77,Intercity,19,Fexhe-le-Haut-Clocher,5.39845,Waremme,5.24948,631.02,26
Standard,193,Suburban,8,Grand-Bigard,4.273542,Jette,4.326218,22.46,24
Female,348,Suburban,6,Ronet,4.82842,Farciennes,4.55265,125.38,21
Lux,255,Intercity,19,Zele,4.042001,Enghien,4.047359,1671.4900000000002,18
Standard,200,Intercity,2,Sint-Gillis,4.117831,Opwijk,4.187317,29.650000000000002,18
Sleeping,116,Regular,18,Vichte,3.391627,Anzegem,3.495013,30.71,27
Standard,291,Intercity,9,Nimy,3.956093,Farciennes,4.55265,168.93999999999997,23
Standard,279,Intercity,2,Wijgmaal,4.701478,Londerzeel,4.299069,107.19,26
Sleeping,574,Regular,12,Deinze,3.534435,De Pinte,3.650467,31.2,28
Standard,595,Peak,14,Terhagen,3.896657,Welle,4.050617,40.51,19
Female,522,Peak,17,Bertrix,5.267189,Bertrix,5.267189,107.24000000000001,17
Female,552,Peak,14,Erpe-Mere,3.96246,Erpe-Mere,3.96246,17.830000000000002,15
Standard,287,Suburban,2,Herent,4.67219,Veltem,4.63352,28.490000000000002,25
Standard,597,Peak,17,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,29
Standard,95,Intercity,14,Froyennes,3.354835,Tournai,3.39694,10.93,18
Standard,384,Regular,19,Bruges-Saint-Pierre,3.201796,Bruges,3.21673,6.96,28
Female,309,Suburban,3,Bruxelles-Nord,4.36085,La Hulpe,4.49706,79.82000000000001,22
Sleeping,28,Regular,12,Lierde,3.826561,Zottegem,3.81441,18.86,15
Lux,466,Peak,19,Haren-Sud,4.415358,Bruxelles-Chapelle,4.34787,216.32,16
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,15
Standard,229,Suburban,9,Anvers-Berchem,4.432219,Anvers-Sud,4.390264,21.240000000000002,16
Standard,505,Suburban,17,Profondsart,4.545435,Groenendaal,4.44949,48.21,24
Standard,587,Regular,5,Merelbeke,3.76889,Melle,3.79709,24.980000000000004,20
Standard,60,Intercity,12,Zele,4.042001,Lokeren,3.987794,12.9,22
Standard,258,Intercity,13,Leuze,3.616876,Tournai,3.39694,102.86,24
Standard,453,Suburban,3,Sint-Gillis,4.117831,Lebbeke,4.134372,14.010000000000002,25
Sleeping,35,Regular,9,Ezemaal,4.99422,Ezemaal,4.99422,37.5,30
Sleeping,550,Peak,3,Idegem,3.921556,Alost,4.039649,102.56,18
Standard,415,Suburban,6,Gentbrugge,3.756326,Gand-Dampoort,3.74059,39.43,18
Standard,94,Intercity,11,Herseaux,3.245961,Maubray,3.495523,90.64,25
Sleeping,558,Peak,3,Bruges-Saint-Pierre,3.201796,Lissewege,3.19451,25.12,15
Female,126,Suburban,20,Bruxelles-Chapelle,4.34787,Schaerbeek,4.37864,38.8,16
Lux,293,Intercity,15,Herseaux,3.245961,Havré,4.059987,1801.74,28
Sleeping,394,Regular,15,Messancy,5.818919,Athus,5.828944,10.67,15
Standard,60,Intercity,12,Termonde,4.10143,Zele,4.042001,16.75,19
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Bruxelles-Nord,4.36085,390.61000000000007,23
Standard,439,Peak,2,Belsele,4.08861,Belsele,4.08861,13.84,28
Female,33,Regular,2,Zolder,5.330274,Balen,5.164985,115.39999999999999,16
Standard,597,Peak,17,Deinze,3.534435,Tielt,3.33034,101.06,17
Sleeping,550,Peak,3,Schendelbeke,3.899285,Denderleeuw,4.07183,88.06,15
Female,507,Peak,12,Blanmont,4.63639,Beuzet,4.748531,71.69,25
Standard,69,Intercity,14,Neerpelt,5.43717,Neerpelt,5.43717,19.21,17
Standard,268,Intercity,12,Bruxelles-Schuman,4.380725,Tubize,4.20573,86.95,28
Standard,599,Intercity,5,Bracquegnies,4.126349,Herseaux,3.245961,263.5,24
Lux,409,Peak,11,Bertrix,5.267189,Virton,5.519122,1261.01,30
Female,267,Suburban,10,Eppegem,4.45749,Meiser,4.394424,58.81999999999999,22
Standard,113,Regular,13,Audenarde,3.600388,Sint-Denijs-Boekel,3.6984,21.56,16
Standard,66,Intercity,10,Hillegem,3.85747,Haaltert,4.023957,50.88,19
Female,169,Suburban,20,Uccle-Stalle,4.3239,Bruxelles-Chapelle,4.34787,26.55,28
Sleeping,357,Regular,6,Lens,3.903226,Ath,3.777428,72.25999999999999,22
Sleeping,563,Peak,3,Neerpelt,5.43717,Duffel,4.493184,244.54999999999995,30
Standard,383,Regular,8,Marloie,5.31389,Hamoir,5.533561,110.34,18
Standard,376,Suburban,4,Bilzen,5.50938,Tongres,5.47328,22.84,23
Standard,495,Peak,4,Jurbise,3.91069,Cambron-Casteau,3.87481,31.29,25
Standard,587,Regular,5,Merelbeke,3.76889,Gand-Saint-Pierre,3.710673,11.72,16
Sleeping,465,Peak,11,Tirlemont,4.92581,Bruxelles-Nord,4.36085,201.64,30
Standard,159,Suburban,17,Balegem-Dorp,3.791423,Gontrode,3.801671,28.919999999999998,15
Standard,359,Regular,9,Rebaix,3.793624,Ath,3.777428,9.55,18
Standard,359,Regular,9,Rebaix,3.793624,Houraing,3.835174,26.36,16
Standard,346,Suburban,4,Céroux-Mousty,4.569049,Couillet,4.468512,111.61999999999999,25
Standard,185,Intercity,12,Bruges,3.21673,Marloie,5.31389,600.45,28
Sleeping,380,Regular,15,Oostkamp,3.25747,Bellem,3.48737,88.6,15
Standard,567,Peak,18,Schulen,5.187405,Zichem,4.98736,76.67,19
Standard,3,Intercity,14,Aywaille,5.672496,Vielsalm,5.909209,133.63,15
Lux,32,Regular,5,Olen,4.9025,Olen,4.9025,188.48000000000002,20
Standard,422,Regular,12,Hansbeke,3.53621,Londerzeel,4.299069,167.17999999999998,30
Female,343,Suburban,18,Fleurus,4.543746,Jemeppe-sur-Sambre,4.66263,158.82999999999998,22
Lux,124,Intercity,8,Nieuwkerken-Waas,4.185904,Saint-Nicolas,4.142963,56.98,21
Standard,276,Intercity,8,Neerwinden,5.03632,Ezemaal,4.99422,37.830000000000005,27
Standard,390,Regular,18,Oudegem,4.064472,Tronchiennes,3.655201,102.41,21
Standard,250,Intercity,18,Herent,4.67219,Veltem,4.63352,28.490000000000002,25
Female,490,Peak,18,Jemappes,3.885583,Blaton,3.666308,137.39000000000001,24
Female,39,Regular,20,Tronchiennes,3.655201,Gand-Saint-Pierre,3.710673,15.75,26
Female,169,Suburban,20,Lillois,4.365369,Waterloo,4.383485,58.03,21
Standard,82,Intercity,20,Herent,4.67219,Nossegem,4.50611,51.209999999999994,16
Standard,123,Intercity,13,Bissegem,3.224208,Courtrai,3.264548,8.72,24
Female,110,Suburban,6,Zandbergen,3.957652,Schendelbeke,3.899285,38.34,31
Lux,149,Intercity,19,Zwijndrecht,4.329776,Zwijndrecht,4.329776,123.36000000000001,17
Sleeping,99,Peak,6,Merelbeke,3.76889,Gand-Saint-Pierre,3.710673,16.11,16
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Faux,4.54926,18.259999999999998,15
Lux,270,Intercity,12,Leval,4.21104,Marche-lez-Ecaussinnes,4.177102,420.85999999999996,31
Standard,412,Regular,16,Beuzet,4.748531,Ernage,4.66854,36.68,21
Female,348,Suburban,6,Ronet,4.82842,Jemeppe-sur-Sambre,4.66263,89.47,19
Standard,66,Intercity,10,Hillegem,3.85747,Burst,3.922418,37.85,17
Standard,229,Suburban,9,Anvers-Berchem,4.432219,Anvers-Sud,4.390264,21.240000000000002,29
Standard,275,Intercity,10,Brussels Airport-Zaventem,4.482072,Vertrijk,4.83552,121.78,23
Female,309,Suburban,3,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,13.43,27
Female,447,Peak,4,Bissegem,3.224208,Bissegem,3.224208,27.4,20
Female,202,Suburban,4,Sint-Denijs-Boekel,3.6984,Haaltert,4.023957,145.18,24
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Blanmont,4.63639,103.61000000000001,16
Sleeping,574,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,20.57,24
Sleeping,386,Regular,5,Landegem,3.576856,Tronchiennes,3.655201,45.01,17
Standard,456,Peak,3,Schulen,5.187405,Begijnendijk,4.80034,111.39,27
Standard,264,Suburban,20,Weerde,4.470935,Weerde,4.470935,16,18
Sleeping,404,Regular,12,Aubange,5.798058,Halanzy,5.741347,82.83,20
Sleeping,591,Peak,6,Bruxelles-Nord,4.36085,Bruxelles-Chapelle,4.34787,20.66,25
Standard,94,Intercity,11,Herseaux,3.245961,Tournai,3.39694,69.36,15
Standard,354,Regular,10,Herseaux,3.245961,Ville-Pommeroeul,3.724245,168.18,17
Lux,85,Intercity,19,Bissegem,3.224208,Menin,3.11379,369.09,22
Lux,195,Intercity,6,Langdorp,4.86354,Alost,4.039649,1672.9800000000002,25
Female,39,Regular,20,Landegem,3.576856,Bellem,3.48737,57.60000000000001,28
Sleeping,11,Regular,12,Couvin,4.4917,Mariembourg,4.52569,18.03,15
Standard,567,Peak,18,Schulen,5.187405,Zaventem,4.46989,185.76000000000002,21
Female,518,Peak,15,Beauraing,4.95684,Anseremme,4.90553,136.13,27
Female,540,Peak,12,Quaregnon,3.856541,Saint-Ghislain,3.820255,13.9,19
Female,202,Suburban,4,Sint-Denijs-Boekel,3.6984,Munkzwalm,3.733242,68.87,17
Standard,123,Intercity,13,Bissegem,3.224208,Bissegem,3.224208,18.270000000000003,20
Female,545,Peak,20,Vichte,3.391627,Zottegem,3.81441,194.51,23
Standard,354,Regular,10,Herseaux,3.245961,Mouscron,3.228449,7.98,22
Standard,256,Intercity,16,Mouscron,3.228449,Jette,4.326218,341.97,30
Lux,436,Peak,19,Ypres,2.87659,Courtrai,3.264548,1020.78,22
Lux,102,Intercity,20,Oostkamp,3.25747,Bruxelles-Nord,4.36085,1844.22,29
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Bruxelles-Midi,4.33653,2.79,16
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Forrières,5.276783,34.42,16
Standard,345,Suburban,11,Faux,4.54926,Aiseau,4.58455,127.69999999999997,18
Lux,149,Intercity,19,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,62.75,26
Sleeping,496,Peak,2,Marloie,5.31389,Ciney,5.091406,131.49,18
Sleeping,401,Regular,2,Bertrix,5.267189,Libramont,5.37927,43.49,24
Female,37,Regular,15,Landen,5.07966,Tirlemont,4.92581,149.70999999999998,30
Standard,264,Suburban,20,Huizingen,4.266485,Viane-Moerbeke,3.91734,106.4,25
Sleeping,386,Regular,5,Lissewege,3.19451,Zeebrugge-Strand,3.184028,12.67,19
Standard,439,Peak,2,Gand-Dampoort,3.74059,Bruxelles-Midi,4.33653,162.53000000000003,18
Standard,331,Intercity,18,Wolfstee,4.786148,Wolfstee,4.786148,13.870000000000001,31
Sleeping,592,Peak,10,Ypres,2.87659,Courtrai,3.264548,187.14000000000001,28
Standard,439,Peak,2,Sinaai,4.06894,Bruxelles-Nord,4.36085,214.02,17
Lux,365,Intercity,12,Welkenraedt,5.975386,Landegem,3.576856,4349.360000000001,28
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Ernage,4.66854,117.80000000000003,24
Standard,60,Intercity,12,Termonde,4.10143,Zele,4.042001,16.75,30
Standard,256,Intercity,16,Tournai,3.39694,Bockstael,4.34851,267.02,30
Standard,489,Peak,19,Herseaux,3.245961,Froyennes,3.354835,33.27,19
Sleeping,11,Regular,12,Couvin,4.4917,Mariembourg,4.52569,18.03,18
Standard,400,Regular,16,Bertrix,5.267189,Libramont,5.37927,31.63,24
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Grupont,5.280527,52.79,20
Lux,7,Regular,4,Bokrijk,5.408383,Genk,5.497683,132.72,18
Standard,214,Regular,10,Schulen,5.187405,Schulen,5.187405,56.5,25
Lux,430,Regular,5,Bierges-Walibi,4.59475,Ottignies,4.56936,170.42999999999998,31
Female,37,Regular,15,Neerwinden,5.03632,Vertrijk,4.83552,129.75,28
Standard,38,Regular,4,Anvers-Sud,4.390264,Anvers-Sud,4.390264,13.95,29
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Louvain,4.715868,115.99000000000002,24
Female,506,Peak,15,Saint-Denis-Bovesse,4.76779,Beuzet,4.748531,36.28,26
Sleeping,47,Regular,15,Sleidinge,3.667527,Gand-Dampoort,3.74059,53.17,19
Standard,601,Intercity,11,Antoing,3.45131,Maubray,3.495523,38.46,16
Sleeping,28,Regular,12,Lierde,3.826561,Zottegem,3.81441,18.86,22
Sleeping,399,Regular,5,Kapelle-op-den-Bos,4.359118,Kapelle-op-den-Bos,4.359118,47.31,19
Lux,318,Intercity,13,Bruges,3.21673,Bruxelles-Congrès,4.362051,2127.81,30
Lux,50,Regular,17,Balegem-Zuid,3.80587,Landskouter,3.791148,234.67,15
Standard,551,Suburban,13,Lierde,3.826561,Zottegem,3.81441,13.72,28
Standard,297,Intercity,11,Nimy,3.956093,Piéton,4.28844,99.92999999999999,29
Female,54,Regular,14,Leuze,3.616876,Ath,3.777428,58.55,20
Lux,234,Intercity,12,Belsele,4.08861,Bruxelles-Nord,4.36085,1046.94,14
Sleeping,320,Peak,15,Tronchiennes,3.655201,Aalter,3.447848,82.57,24
Female,130,Suburban,17,Lillois,4.365369,Uccle-Stalle,4.3239,91.35,19
Standard,416,Suburban,10,Gand-Dampoort,3.74059,Gand-Dampoort,3.74059,31.06,16
Sleeping,561,Peak,2,Neerpelt,5.43717,Hamont,5.543276,22.67,28
Lux,118,Intercity,20,Bruges,3.21673,Zedelgem,3.164142,618.0899999999999,30
Standard,453,Suburban,3,Sint-Gillis,4.117831,Zellik,4.274546,67.63000000000001,15
Lux,289,Intercity,19,Liège-Carré,5.56113,Liège-Carré,5.56113,51.9,26
Standard,443,Peak,14,Bruges-Saint-Pierre,3.201796,Bruges,3.21673,6.96,16
Female,247,Suburban,7,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,14.559999999999999,25
Sleeping,144,Regular,18,Diest,5.05003,Diest,5.05003,54.790000000000006,24
Standard,338,Intercity,10,Beringen,5.23589,Heusden,5.281786,27.310000000000002,19
Standard,225,Intercity,13,Berlaar,4.638808,Boechout,4.494487,47.599999999999994,30
Sleeping,582,Peak,14,Viville,5.786525,Gembloux,4.691497,559.5400000000001,15
Standard,215,Intercity,20,Yvoir,4.87864,Dinant,4.90818,17.07,26
Standard,70,Intercity,19,Mol,5.116333,Lommel,5.312032,30.01,22
Standard,185,Intercity,12,Bruges,3.21673,Bruxelles-Chapelle,4.34787,279.77,26
Standard,382,Regular,7,Oostkamp,3.25747,Oostkamp,3.25747,26.259999999999998,16
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Eppegem,4.45749,46.699999999999996,16
Sleeping,550,Peak,3,Schellebelle,3.92137,Merelbeke,3.76889,70.58,30
Female,348,Suburban,6,Farciennes,4.55265,Ligny,4.566134,142.89999999999998,28
Standard,262,Intercity,15,Wildert,4.463349,Anvers-Noorderdokken,4.42791,56.41,26
Standard,412,Regular,16,Rhisnes,4.80187,Gembloux,4.691497,57.11,27
Standard,405,Regular,9,Messancy,5.818919,Athus,5.828944,7.76,16
Lux,392,Regular,16,Knokke,3.28519,Duinbergen,3.263591,19.96,19
Standard,416,Suburban,10,Gand-Dampoort,3.74059,Beervelde,3.879383,50.370000000000005,24
Lux,104,Intercity,19,Alken,5.292867,Tronchiennes,3.655201,3031.2799999999997,27
Standard,249,Intercity,4,Coxyde,2.652773,Coxyde,2.652773,12.22,17
Female,169,Suburban,20,Lillois,4.365369,Rhode-Saint-Genèse,4.362001,70.62,20
Lux,188,Intercity,5,Bruxelles-Chapelle,4.34787,Bruxelles-Chapelle,4.34787,37.66,20
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Kortenberg,4.5433,59.64999999999999,30
Lux,34,Regular,5,Quaregnon,3.856541,Saint-Ghislain,3.820255,69.51,28
Lux,462,Peak,13,Kessel,4.61846,Nijlen,4.666589,232.64000000000001,21
Sleeping,408,Regular,17,Forrières,5.276783,Aye,5.301096,94.41,28
Standard,263,Suburban,16,Hal,4.240633,Enghien,4.047359,45.3,27
Female,444,Peak,19,Duinbergen,3.263591,Heist,3.239182,51.79,19
Female,488,Peak,7,Froyennes,3.354835,Froyennes,3.354835,66.3,15
Lux,227,Intercity,20,Anvers-Berchem,4.432219,Melkouwen,4.671533,458.15000000000003,31
Standard,279,Intercity,2,Wijgmaal,4.701478,Hever,4.537634,53.349999999999994,17
Female,542,Suburban,13,Gentbrugge,3.756326,Gavere-Asper,3.639728,79.24000000000001,14
Sleeping,555,Peak,5,Zedelgem,3.164142,Torhout,3.10587,25.82,15
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Anvers-Central,4.421098,6.7,15
Standard,252,Intercity,12,Schaerbeek,4.37864,Hove,4.465158,88.66000000000001,16
Standard,215,Intercity,20,Namur,4.86222,Jambes,4.876143,4.97,26
Sleeping,89,Regular,2,Haren-Sud,4.415358,Kortenberg,4.5433,60.24999999999999,17
Standard,346,Suburban,4,Céroux-Mousty,4.569049,Ligny,4.566134,55.21,30
Standard,422,Regular,12,Bruges-Saint-Pierre,3.201796,Maria-Aalter,3.38673,79.82,29
Female,37,Regular,15,Landen,5.07966,Ezemaal,4.99422,118.47999999999999,23
Lux,5,Regular,16,Asse,4.207988,Lebbeke,4.134372,401.98,14
Standard,101,Intercity,10,Oostkamp,3.25747,Beernem,3.32989,37.120000000000005,29
Standard,407,Regular,13,Neufchâteau,5.452557,Habay,5.632689,112.75,16
Lux,68,Intercity,3,Anzegem,3.495013,Anzegem,3.495013,342.7,23
